Mod:Item:MetaData, Localized Name
bibliocraft:lanterngold:13, 精致灯笼
bibliocraft:lanterngold:14, 精致灯笼
bibliocraft:lanterngold:15, 精致灯笼
bibliocraft:lanterniron:0, 精致灯笼
bibliocraft:lanterniron:1, 精致灯笼
bibliocraft:lanterniron:2, 精致灯笼
bibliocraft:lanterniron:3, 精致灯笼
bibliocraft:lanterniron:4, 精致灯笼
bibliocraft:lanterniron:5, 精致灯笼
bibliocraft:lanterniron:6, 精致灯笼
bibliocraft:lanterniron:7, 精致灯笼
bibliocraft:lanterniron:8, 精致灯笼
bibliocraft:lanterniron:9, 精致灯笼
bibliocraft:lanterniron:10, 精致灯笼
bibliocraft:lanterniron:11, 精致灯笼
bibliocraft:lanterniron:12, 精致灯笼
bibliocraft:lanterniron:13, 精致灯笼
bibliocraft:lanterniron:14, 精致灯笼
bibliocraft:lanterniron:15, 精致灯笼
bibliocraft:lampgold:0, 精致灯具
bibliocraft:lampgold:1, 精致灯具
bibliocraft:lampgold:2, 精致灯具
bibliocraft:lampgold:3, 精致灯具
bibliocraft:lampgold:4, 精致灯具
bibliocraft:lampgold:5, 精致灯具
bibliocraft:lampgold:6, 精致灯具
bibliocraft:lampgold:7, 精致灯具
bibliocraft:lampgold:8, 精致灯具
bibliocraft:lampgold:9, 精致灯具
bibliocraft:lampgold:10, 精致灯具
bibliocraft:lampgold:11, 精致灯具
bibliocraft:lampgold:12, 精致灯具
bibliocraft:lampgold:13, 精致灯具
bibliocraft:lampgold:14, 精致灯具
bibliocraft:lampgold:15, 精致灯具
bibliocraft:lampiron:0, 精致灯具
bibliocraft:lampiron:1, 精致灯具
bibliocraft:lampiron:2, 精致灯具
bibliocraft:lampiron:3, 精致灯具
bibliocraft:lampiron:4, 精致灯具
bibliocraft:lampiron:5, 精致灯具
bibliocraft:lampiron:6, 精致灯具
bibliocraft:lampiron:7, 精致灯具
bibliocraft:lampiron:8, 精致灯具
bibliocraft:lampiron:9, 精致灯具
bibliocraft:lampiron:10, 精致灯具
bibliocraft:lampiron:11, 精致灯具
bibliocraft:lampiron:12, 精致灯具
bibliocraft:lampiron:13, 精致灯具
bibliocraft:lampiron:14, 精致灯具
bibliocraft:lampiron:15, 精致灯具
bibliocraft:furniturepaneler:0, 橡木家具板材机
bibliocraft:furniturepaneler:1, 云杉木家具板材机
bibliocraft:furniturepaneler:2, 白桦木家具板材机
bibliocraft:furniturepaneler:3, 丛林木家具板材机
bibliocraft:furniturepaneler:4, 金合欢木家具板材机
bibliocraft:furniturepaneler:5, 深色橡木家具板材机
bibliocraft:furniturepaneler:6, 镶框家具板材机
bibliocraft:framedchest:0, 橡木镶框箱子
bibliocraft:framedchest:1, 云杉木镶框箱子
bibliocraft:framedchest:2, 白桦木镶框箱子
bibliocraft:framedchest:3, 丛林木镶框箱子
bibliocraft:framedchest:4, 金合欢木镶框箱子
bibliocraft:framedchest:5, 深色橡木镶框箱子
bibliocraft:framedchest:6, 镶框箱子
bibliocraft:fancysign:0, 橡木精致木牌
bibliocraft:fancysign:1, 云杉木精致木牌
bibliocraft:fancysign:2, 白桦木精致木牌
bibliocraft:fancysign:3, 丛林木精致木牌
bibliocraft:fancysign:4, 金合欢木精致木牌
bibliocraft:fancysign:5, 深色橡木精致木牌
bibliocraft:fancysign:6, 镶框精致木牌
bibliocraft:fancyworkbench:0, 橡木精致工作台
bibliocraft:fancyworkbench:1, 云杉木精致工作台
bibliocraft:fancyworkbench:2, 白桦木精致工作台
bibliocraft:fancyworkbench:3, 丛林木精致工作台
bibliocraft:fancyworkbench:4, 金合欢木精致工作台
bibliocraft:fancyworkbench:5, 深色橡木精致工作台
bibliocraft:fancyworkbench:6, 镶框精致工作台
bibliocraft:potionshelf:0, 橡木药水架
bibliocraft:potionshelf:1, 云杉木药水架
bibliocraft:potionshelf:2, 白桦木药水架
bibliocraft:potionshelf:3, 丛林木药水架
bibliocraft:potionshelf:4, 金合欢木药水架
bibliocraft:potionshelf:5, 深色橡木药水架
bibliocraft:potionshelf:6, 镶框药水架
bibliocraft:toolrack:0, 橡木工具架
bibliocraft:toolrack:1, 云杉木工具架
bibliocraft:toolrack:2, 白桦木工具架
bibliocraft:toolrack:3, 丛林木工具架
bibliocraft:toolrack:4, 金合欢木工具架
bibliocraft:toolrack:5, 深色橡木工具架
bibliocraft:toolrack:6, 镶框工具架
bibliocraft:label:0, 橡木标签
bibliocraft:label:1, 云杉木标签
bibliocraft:label:2, 白桦木标签
bibliocraft:label:3, 丛林木标签
bibliocraft:label:4, 金合欢木标签
bibliocraft:label:5, 深色橡木标签
bibliocraft:label:6, 镶框标签
bibliocraft:desk:0, 橡木书桌
bibliocraft:desk:1, 云杉木书桌
bibliocraft:desk:2, 白桦木书桌
bibliocraft:desk:3, 丛林木书桌
bibliocraft:desk:4, 金合欢木书桌
bibliocraft:desk:5, 深色橡木书桌
bibliocraft:desk:6, 镶框餐桌
bibliocraft:table:0, 橡木餐桌
bibliocraft:table:1, 云杉木餐桌
bibliocraft:table:2, 白桦木餐桌
bibliocraft:table:3, 丛林木餐桌
bibliocraft:table:4, 金合欢木餐桌
bibliocraft:table:5, 深色橡木餐桌
bibliocraft:table:6, 镶框书桌
bibliocraft:seat:0, 橡木椅子
bibliocraft:seat:1, 云杉木椅子
bibliocraft:seat:2, 白桦木椅子
bibliocraft:seat:3, 丛林木椅子
bibliocraft:seat:4, 金合欢木椅子
bibliocraft:seat:5, 深色橡木椅子
bibliocraft:seat:6, 镶框椅子
bibliocraft:clock:0, 橡木时钟
bibliocraft:clock:1, 云杉木时钟
bibliocraft:clock:2, 白桦木时钟
bibliocraft:clock:3, 丛林木时钟
bibliocraft:clock:4, 金合欢木时钟
bibliocraft:clock:5, 深色橡木台钟
bibliocraft:clock:6, 镶框钟
bibliocraft:case:0, 橡木展示盒
bibliocraft:case:1, 云杉木展示盒
bibliocraft:case:2, 白桦木展示盒
bibliocraft:case:3, 丛林木展示盒
bibliocraft:case:4, 金合欢木展示盒
bibliocraft:case:5, 深色橡木展示盒
bibliocraft:case:6, 镶框展示盒
bibliocraft:mapframe:0, 橡木地图框
bibliocraft:mapframe:1, 云杉木地图框
bibliocraft:mapframe:2, 白桦木地图框
bibliocraft:mapframe:3, 丛林木地图框
bibliocraft:mapframe:4, 金合欢木地图框
bibliocraft:mapframe:5, 深色橡木地图框
bibliocraft:mapframe:6, 镶框地图框
bibliocraft:paintingframeflat:0, 橡木画框
bibliocraft:paintingframeflat:1, 云杉木画框
bibliocraft:paintingframeflat:2, 白桦木画框
bibliocraft:paintingframeflat:3, 丛林木画框
bibliocraft:paintingframeflat:4, 金合欢木画框
bibliocraft:paintingframeflat:5, 深色橡木画框
bibliocraft:paintingframeflat:6, 镶框画框
bibliocraft:paintingframesimple:0, 橡木画框
bibliocraft:paintingframesimple:1, 云杉木画框
bibliocraft:paintingframesimple:2, 白桦木画框
bibliocraft:paintingframesimple:3, 丛林木画框
bibliocraft:paintingframesimple:4, 金合欢木画框
bibliocraft:paintingframesimple:5, 深色橡木画框
bibliocraft:paintingframesimple:6, 镶框画框
bibliocraft:paintingframemiddle:0, 橡木画框
bibliocraft:paintingframemiddle:1, 云杉木画框
bibliocraft:paintingframemiddle:2, 白桦木画框
bibliocraft:paintingframemiddle:3, 丛林木画框
bibliocraft:paintingframemiddle:4, 金合欢木画框
bibliocraft:paintingframemiddle:5, 深色橡木画框
bibliocraft:paintingframemiddle:6, 镶框画框
bibliocraft:paintingframefancy:0, 橡木画框
bibliocraft:paintingframefancy:1, 云杉木画框
bibliocraft:paintingframefancy:2, 白桦木画框
bibliocraft:paintingframefancy:3, 丛林木画框
bibliocraft:paintingframefancy:4, 金合欢木画框
bibliocraft:paintingframefancy:5, 深色橡木画框
bibliocraft:paintingframefancy:6, 镶框画框
bibliocraft:paintingframeborderless:0, 橡木画框
bibliocraft:paintingframeborderless:1, 云杉木画框
bibliocraft:paintingframeborderless:2, 白桦木画框
bibliocraft:paintingframeborderless:3, 丛林木画框
bibliocraft:paintingframeborderless:4, 金合欢木画框
bibliocraft:paintingframeborderless:5, 深色橡木画框
bibliocraft:paintingframeborderless:6, 镶框画框
bibliocraft:paintingpress, 制画机
bibliocraft:typewriter:0, 白色打字机
bibliocraft:typewriter:1, 淡灰色打字机
bibliocraft:typewriter:2, 灰色打字机
bibliocraft:typewriter:3, 黑色打字机
bibliocraft:typewriter:4, 红色打字机
bibliocraft:typewriter:5, 橙色打字机
bibliocraft:typewriter:6, 黄色打字机
bibliocraft:typewriter:7, 黄绿色打字机
bibliocraft:typewriter:8, 绿色打字机
bibliocraft:typewriter:9, 青色打字机
bibliocraft:typewriter:10, 淡蓝色打字机
bibliocraft:typewriter:11, 蓝色打字机
bibliocraft:typewriter:12, 紫色打字机
bibliocraft:typewriter:13, 品红色打字机
bibliocraft:typewriter:14, 粉色打字机
bibliocraft:typewriter:15, 棕色打字机
bibliocraft:swordpedestal:0, 剑座
bibliocraft:swordpedestal:1, 剑座
bibliocraft:swordpedestal:2, 剑座
bibliocraft:swordpedestal:3, 剑座
bibliocraft:swordpedestal:4, 剑座
bibliocraft:swordpedestal:5, 剑座
bibliocraft:swordpedestal:6, 剑座
bibliocraft:swordpedestal:7, 剑座
bibliocraft:swordpedestal:8, 剑座
bibliocraft:swordpedestal:9, 剑座
bibliocraft:swordpedestal:10, 剑座
bibliocraft:swordpedestal:11, 剑座
bibliocraft:swordpedestal:12, 剑座
bibliocraft:swordpedestal:13, 剑座
bibliocraft:swordpedestal:14, 剑座
bibliocraft:swordpedestal:15, 剑座
bibliocraft:armorstand:0, 橡木衣架
bibliocraft:armorstand:1, 云杉木衣架
bibliocraft:armorstand:2, 白桦木衣架
bibliocraft:armorstand:3, 丛林木衣架
bibliocraft:armorstand:4, 金合欢木衣架
bibliocraft:armorstand:5, 深色橡木衣架
bibliocraft:armorstand:6, 镶框衣架
bibliocraft:bell, 桌铃
bibliocraft:typesettingtable, 排版台
bibliocraft:printingpress, 拓印机
bibliocraft:cookiejar, 曲奇罐
bibliocraft:dinnerplate, 餐盘
bibliocraft:discrack, 唱片架
bibliocraft:compass, 指南针
bibliocraft:maptool, 制图盘
bibliocraft:seatback1:0, 橡木椅背
bibliocraft:seatback1:1, 云杉木椅背
bibliocraft:seatback1:2, 白桦木椅背
bibliocraft:seatback1:3, 丛林木椅背
bibliocraft:seatback1:4, 金合欢木椅背
bibliocraft:seatback1:5, 深色橡木椅背
bibliocraft:seatback1:6, 镶框椅背
bibliocraft:seatback2:0, 橡木椅背
bibliocraft:seatback2:1, 云杉木椅背
bibliocraft:seatback2:2, 白桦木椅背
bibliocraft:seatback2:3, 丛林木椅背
bibliocraft:seatback2:4, 金合欢木椅背
bibliocraft:seatback2:5, 深色橡木椅背
bibliocraft:seatback2:6, 镶框椅背
bibliocraft:seatback3:0, 橡木椅背
bibliocraft:seatback3:1, 云杉木椅背
bibliocraft:seatback3:2, 白桦木椅背
bibliocraft:seatback3:3, 丛林木椅背
bibliocraft:seatback3:4, 金合欢木椅背
bibliocraft:seatback3:5, 深色橡木椅背
bibliocraft:seatback3:6, 镶框椅背
bibliocraft:seatback4:0, 橡木椅背
bibliocraft:seatback4:1, 云杉木椅背
bibliocraft:seatback4:2, 白桦木椅背
bibliocraft:seatback4:3, 丛林木椅背
bibliocraft:seatback4:4, 金合欢木椅背
bibliocraft:seatback4:5, 深色橡木椅背
bibliocraft:seatback4:6, 镶框椅背
bibliocraft:seatback5:0, 橡木椅背
bibliocraft:seatback5:1, 云杉木椅背
bibliocraft:seatback5:2, 白桦木椅背
bibliocraft:seatback5:3, 丛林木椅背
bibliocraft:seatback5:4, 金合欢木椅背
bibliocraft:seatback5:5, 深色橡木椅背
bibliocraft:seatback5:6, 镶框椅背
bibliocraft:stockroomcatalog, 仓库目录
bibliocraft:plumbline, 铅垂线
bibliocraft:framingsaw, 镶框锯
bibliocraft:framingboard, 镶框板
bibliocraft:framingsheet, 镶框片
bibliocraft:testeritem, 物品名检测器
bibliocraft:atlasbook:0, 地图册
bibliocraft:atlasplate, 地图板
bibliocraft:deathcompass, 永恒罗盘
bibliocraft:paintingcanvas, 画布
bibliocraft:bigbook, 精致成书
bibliocraft:recipebook, 空白合成手册
bibliocraft:slottedbook, 中空书
bibliocraft:handdrill, 手摇钻
bibliocraft:tapemeasure, 卷尺
bibliocraft:tape, 卷尺卷筒
bibliocraft:bibliochase, 拓印槽
bibliocraft:printplate, 拓印片
bibliocraft:enchantedplate, 附魔片
bibliocraft:biblioredbook, 红石之书：第一卷
bibliocraft:biblioglasses:0, 老花镜
bibliocraft:biblioglasses:1, 太阳镜
bibliocraft:biblioglasses:2, 单片眼镜
bibliocraft:bibliodrill, 机械螺丝刀
bibliocraft:bibliocreativelock, 钥匙与锁
bibliocraft:biblioclipboard, 写字板
buildinggadgets:buildingtool, 建筑小帮手
buildinggadgets:exchangertool, 更替小帮手
buildinggadgets:copypastetool, 复制-粘贴小帮手
buildinggadgets:templatemanager, 模板管理器
buildinggadgets:template, 模板
buildinggadgets:destructiontool, 破坏小帮手
buildinggadgets:constructionblock_dense, 致密构建方块
buildinggadgets:constructionblock, 构建方块
buildinggadgets:constructionblockpowder, 构建方块粉末
buildinggadgets:constructionpaste, 构建糨糊
buildinggadgets:construction_chunk_dense, 致密构建块
buildinggadgets:constructionpastecontainer, 粘贴容器
buildinggadgets:constructionpastecontainert2, 粘贴容器 T2
buildinggadgets:constructionpastecontainert3, 粘贴容器 T3
buildinggadgets:constructionpastecontainercreative, 创造粘贴容器
ceramics:unfired_clay:0, 未烧制的粘土桶
ceramics:unfired_clay:1, 未烧制的粘土剪刀
ceramics:unfired_clay:4, 未烧制的瓷土
ceramics:unfired_clay:5, 瓷砖
ceramics:unfired_clay:6, 未烧制的黏土排液口
ceramics:unfired_clay:7, 未烧制的管道
ceramics:unfired_clay:8, 未烧制的粘土陶板
ceramics:unfired_clay:9, 粘土陶板
ceramics:clay_bucket:0, 粘土桶
ceramics:clay_bucket:0, 水粘土桶
ceramics:clay_bucket:0, 熔岩粘土桶
ceramics:clay_bucket:0, 蒸汽粘土桶
ceramics:clay_bucket:0, 杂酚油粘土桶
ceramics:clay_bucket:0, 液态煤炭粘土桶
ceramics:clay_bucket:0, 石油粘土桶
ceramics:clay_bucket:0, 石脑油粘土桶
ceramics:clay_bucket:0, 精炼油粘土桶
ceramics:clay_bucket:0, 树汁粘土桶
ceramics:clay_bucket:0, 糖浆粘土桶
ceramics:clay_bucket:0, 树脂粘土桶
ceramics:clay_bucket:0, 树油粘土桶
ceramics:clay_bucket:0, 种子油粘土桶
ceramics:clay_bucket:0, 生物质原油粘土桶
ceramics:clay_bucket:0, 藿香碱粘土桶
ceramics:clay_bucket:0, 蘑菇煲粘土桶
ceramics:clay_bucket:0, 知识精华粘土桶
ceramics:clay_bucket:0, 药水粘土桶
ceramics:clay_bucket:0, 喷溅药水粘土桶
ceramics:clay_bucket:0, 滞留药水粘土桶
ceramics:clay_bucket:0, 不稳定红石粘土桶
ceramics:clay_bucket:0, 充能液态荧石粘土桶
ceramics:clay_bucket:0, 谐振末影珍珠粘土桶
ceramics:clay_bucket:0, 烈焰之炽焱粘土桶
ceramics:clay_bucket:0, 极寒之凛冰粘土桶
ceramics:clay_bucket:0, 飞扬之清风粘土桶
ceramics:clay_bucket:0, 板块之层岩粘土桶
ceramics:clay_bucket:0, 元始魔力粘土桶
ceramics:clay_bucket:0, 共振水晶液粘土桶
ceramics:clay_bucket:0, 门瑞欧树脂粘土桶
ceramics:clay_bucket:0, 紫颂果汁粘土桶
ceramics:clay_bucket:0, 液氮粘土桶
ceramics:clay_bucket:0, 营养精华液粘土桶
ceramics:clay_bucket:0, 深渊露水粘土桶
ceramics:clay_bucket:0, 轻盈之气粘土桶
ceramics:clay_bucket:0, 烈酒粘土桶
ceramics:clay_bucket:0, 火箭燃料粘土桶
ceramics:clay_bucket:0, 火焰水粘土桶
ceramics:clay_bucket:0, 液态经验粘土桶
ceramics:clay_bucket:0, 液态阳光粘土桶
ceramics:clay_bucket:0, 云之精华粘土桶
ceramics:clay_bucket:0, 浓缩云之精华粘土桶
ceramics:clay_bucket:1, 牛奶粘土桶
ceramics:clay_shears, 粘土剪刀
ceramics:clay_helmet, 粘土头盔
ceramics:clay_chestplate, 粘土盔甲
ceramics:clay_leggings, 粘土护腿
ceramics:clay_boots, 粘土靴子
ceramics:clay_helmet_raw, 未烧制的粘土头盔
ceramics:clay_chestplate_raw, 未烧制的粘土盔甲
ceramics:clay_leggings_raw, 未烧制的粘土护腿
ceramics:clay_boots_raw, 未烧制的粘土靴子
ceramics:clay_bucket_block, 未烧制的粘土桶
ceramics:clay_hard:0, 瓷砖
ceramics:clay_hard:1, 暗色瓷砖
ceramics:clay_hard:2, 海洋瓷砖
ceramics:clay_hard:3, 金色瓷砖
ceramics:clay_hard:4, 龙息瓷砖
ceramics:clay_hard:5, 熔岩砖
ceramics:clay_hard:6, 彩虹砖
ceramics:clay_hard:7, 单色砖
ceramics:clay_soft:0, 未烧制的陶瓷块
ceramics:clay_wall:0, 砖墙
ceramics:clay_wall:1, 瓷砖墙
ceramics:clay_wall:2, 暗色瓷砖墙
ceramics:clay_wall:3, 海洋瓷砖墙
ceramics:clay_wall:4, 金色瓷砖墙
ceramics:clay_wall:5, 龙息瓷砖墙
ceramics:clay_wall:6, 熔岩砖墙
ceramics:clay_wall:7, 彩虹砖墙
ceramics:clay_wall:8, 单色砖墙
ceramics:clay_slab:0, 瓷砖台阶
ceramics:clay_slab:1, 暗色瓷砖台阶
ceramics:clay_slab:2, 海洋瓷砖台阶
ceramics:clay_slab:3, 金色瓷砖台阶
ceramics:clay_slab:4, 龙息瓷砖台阶
ceramics:clay_slab:5, 熔岩砖台阶
ceramics:clay_slab:6, 彩虹砖台阶
ceramics:clay_slab:7, 单色砖台阶
ceramics:porcelain:0, 白色陶瓷块
ceramics:porcelain:1, 橙色陶瓷块
ceramics:porcelain:2, 品红色陶瓷块
ceramics:porcelain:3, 淡蓝色瓷砖
ceramics:porcelain:4, 黄色陶瓷块
ceramics:porcelain:5, 黄绿色陶瓷块
ceramics:porcelain:6, 粉红色陶瓷块
ceramics:porcelain:7, 灰色陶瓷块
ceramics:porcelain:8, 淡灰色陶瓷块
ceramics:porcelain:9, 青色陶瓷块
ceramics:porcelain:10, 紫色陶瓷块
ceramics:porcelain:11, 蓝色陶瓷块
ceramics:porcelain:12, 棕色陶瓷块
ceramics:porcelain:13, 绿色陶瓷块
ceramics:porcelain:14, 红色陶瓷块
ceramics:porcelain:15, 黑色陶瓷块
ceramics:porcelain_bricks_stairs, 瓷砖楼梯
ceramics:rainbow_clay:0, 虹色渐变瓷砖
ceramics:rainbow_clay:1, 虹色渐变瓷砖
ceramics:rainbow_clay:2, 虹色渐变瓷砖
ceramics:rainbow_clay:3, 虹色渐变瓷砖
ceramics:rainbow_clay:4, 虹色渐变瓷砖
ceramics:rainbow_clay:5, 虹色渐变瓷砖
ceramics:rainbow_clay:6, 虹色渐变瓷砖
ceramics:rainbow_clay:7, 虹色渐变瓷砖
ceramics:rainbow_bricks_stairs, 彩虹砖楼梯
ceramics:dark_bricks_stairs, 暗色瓷砖楼梯
ceramics:golden_bricks_stairs, 金色瓷砖楼梯
ceramics:marine_bricks_stairs, 海洋瓷砖楼梯
ceramics:dragon_bricks_stairs, 龙息瓷砖楼梯
ceramics:lava_bricks_stairs, 熔岩砖楼梯
ceramics:monochrome_bricks_stairs, 单色砖楼梯
ceramics:clay_barrel_unfired:0, 未烧制的陶桶
ceramics:clay_barrel_unfired:1, 未烧制的延展陶桶
ceramics:clay_barrel_unfired:2, 未烧制的陶瓷桶
ceramics:clay_barrel_unfired:3, 未烧制的延展陶瓷桶
ceramics:clay_barrel:0, 陶桶
ceramics:clay_barrel:1, 延展陶桶
ceramics:clay_barrel_stained:0, 白色陶桶
ceramics:clay_barrel_stained:1, 橙色陶桶
ceramics:clay_barrel_stained:2, 品红色陶桶
ceramics:clay_barrel_stained:3, 淡蓝色陶桶
ceramics:clay_barrel_stained:4, 黄色陶桶
ceramics:clay_barrel_stained:5, 黄绿色陶桶
ceramics:clay_barrel_stained:6, 粉红色陶桶
ceramics:clay_barrel_stained:7, 灰色陶桶
ceramics:clay_barrel_stained:8, 淡灰色陶桶
ceramics:clay_barrel_stained:9, 青色陶桶
ceramics:clay_barrel_stained:10, 紫色陶桶
ceramics:clay_barrel_stained:11, 蓝色陶桶
ceramics:clay_barrel_stained:12, 棕色陶桶
ceramics:clay_barrel_stained:13, 绿色陶桶
ceramics:clay_barrel_stained:14, 红色陶桶
ceramics:clay_barrel_stained:15, 黑色陶桶
ceramics:clay_barrel_stained_extension:0, 白色延展陶桶
ceramics:clay_barrel_stained_extension:1, 橙色延展陶桶
ceramics:clay_barrel_stained_extension:2, 品红色延展陶桶
ceramics:clay_barrel_stained_extension:3, 淡蓝色延展陶桶
ceramics:clay_barrel_stained_extension:4, 黄色延展陶桶
ceramics:clay_barrel_stained_extension:5, 黄绿色延展陶桶
ceramics:clay_barrel_stained_extension:6, 粉红色延展陶桶
ceramics:clay_barrel_stained_extension:7, 灰色延展陶桶
ceramics:clay_barrel_stained_extension:8, 淡灰色延展陶桶
ceramics:clay_barrel_stained_extension:9, 青色延展陶桶
ceramics:clay_barrel_stained_extension:10, 紫色延展陶桶
ceramics:clay_barrel_stained_extension:11, 蓝色延展陶桶
ceramics:clay_barrel_stained_extension:12, 棕色延展陶桶
ceramics:clay_barrel_stained_extension:13, 绿色延展陶桶
ceramics:clay_barrel_stained_extension:14, 红色延展陶桶
ceramics:clay_barrel_stained_extension:15, 黑色延展陶桶
ceramics:porcelain_barrel:0, 白色陶瓷桶
ceramics:porcelain_barrel:1, 橙色陶瓷桶
ceramics:porcelain_barrel:2, 品红色陶瓷桶
ceramics:porcelain_barrel:3, 淡蓝色陶瓷桶
ceramics:porcelain_barrel:4, 黄色陶瓷桶
ceramics:porcelain_barrel:5, 黄绿色陶瓷桶
ceramics:porcelain_barrel:6, 粉红色陶瓷桶
ceramics:porcelain_barrel:7, 灰色陶瓷桶
ceramics:porcelain_barrel:8, 淡灰色陶瓷桶
ceramics:porcelain_barrel:9, 青色陶瓷桶
ceramics:porcelain_barrel:10, 紫色陶瓷桶
ceramics:porcelain_barrel:11, 蓝色陶瓷桶
ceramics:porcelain_barrel:12, 棕色陶瓷桶
ceramics:porcelain_barrel:13, 绿色陶瓷桶
ceramics:porcelain_barrel:14, 红色陶瓷桶
ceramics:porcelain_barrel:15, 黑色陶瓷桶
ceramics:porcelain_barrel_extension:0, 白色延展陶瓷桶
ceramics:porcelain_barrel_extension:1, 橙色延展陶瓷桶
ceramics:porcelain_barrel_extension:2, 品红色延展陶瓷桶
ceramics:porcelain_barrel_extension:3, 淡蓝色延展陶瓷桶
ceramics:porcelain_barrel_extension:4, 黄色延展陶瓷桶
ceramics:porcelain_barrel_extension:5, 黄绿色延展陶瓷桶
ceramics:porcelain_barrel_extension:6, 粉红色延展陶瓷桶
ceramics:porcelain_barrel_extension:7, 灰色延展陶瓷桶
ceramics:porcelain_barrel_extension:8, 淡灰色延展陶瓷桶
ceramics:porcelain_barrel_extension:9, 青色延展陶瓷桶
ceramics:porcelain_barrel_extension:10, 紫色延展陶瓷桶
ceramics:porcelain_barrel_extension:11, 蓝色延展陶瓷桶
ceramics:porcelain_barrel_extension:12, 棕色延展陶瓷桶
ceramics:porcelain_barrel_extension:13, 绿色延展陶瓷桶
ceramics:porcelain_barrel_extension:14, 红色延展陶瓷桶
ceramics:porcelain_barrel_extension:15, 黑色延展陶瓷桶
ceramics:faucet, 陶瓷排液口
ceramics:channel, 陶瓷输液道
clipboard:clipboard, 剪贴板
compactmachines3:tunnel, 接口
compactmachines3:redstonetunnel, 红石接口
compactmachines3:wall, 紧实型压缩空间壁
compactmachines3:wallbreakable, 压缩空间壁
compactmachines3:machine:0, 微型压缩空间机械
compactmachines3:machine:1, 小型压缩空间机械
compactmachines3:machine:2, 普通压缩空间机械
compactmachines3:machine:3, 大型压缩空间机械
compactmachines3:machine:4, 巨型压缩空间机械
compactmachines3:machine:5, 超大型压缩空间机械
compactmachines3:fieldprojector, 压缩空间机械制作器
compactmachines3:psd, 传送器
compactmachines3:tunneltool, 接口
compactmachines3:redstonetunneltool, 红石接口
coroutil:repairing_block, 修复方块
coroutil:item_repairing_gel, 修复凝胶
deepresonance:dr_manual, Deep Resonance手册
deepresonance:radiation_monitor, 辐射显示器
deepresonance:resonating_plate, 共振板
deepresonance:filter, 过滤材料
deepresonance:spent_filter, 已用的过滤材料
deepresonance:insert_liquid, 液体注射器
deepresonance:resonating_crystal, 共振水晶
deepresonance:generator, 发电机
deepresonance:generator_controller, 发电机控制器
deepresonance:energy_collector, 能源收集器
deepresonance:crystalizer, 结晶器
deepresonance:smelter, 冶炼炉
deepresonance:tank, 储罐
deepresonance:purifier, 净化器
deepresonance:pedestal, 基座
deepresonance:advanced_pedestal, 高级基座
deepresonance:valve, 阀门
deepresonance:lens, 镜片
deepresonance:laser, 注射激光
deepresonance:dense_glass, 致密玻璃
deepresonance:dense_obsidian, 致密黑曜石
deepresonance:debug_block, tile.deepresonance_debug_block.name
deepresonance:poisoned_dirt, 毒泥土
deepresonance:machine_frame, 机器框架
deepresonance:resonating_block, 共振板块
deepresonance:resonating_ore:0, 共振矿石
deepresonance:resonating_ore:1, 共振矿石
deepresonance:resonating_ore:2, 共振矿石
deepresonance:boots, 防辐射靴子 (WIP)
deepresonance:helmet, 防辐射头盔 (WIP)
deepresonance:chest, 防辐射胸甲 (WIP)
deepresonance:leggings, 防辐射护腿 (WIP)
extracpus:crafting_storage_256k, 256k Crafting Storage
extracpus:crafting_storage_1024k, 1024k Crafting Storage
extracpus:crafting_storage_4096k, 4096k Crafting Storage
extracpus:crafting_storage_16384k, 16384k Crafting Storage
fluxnetworks:flux, 通量粉尘
fluxnetworks:fluxcore, 通量核心
fluxnetworks:fluxconfigurator, 通量控制器
fluxnetworks:adminconfigurator, 管理员控制器
fluxnetworks:fluxblock, 通量方块
fluxnetworks:fluxplug, 通量接入点
fluxnetworks:fluxpoint, 通量接出点
fluxnetworks:fluxcontroller, 通量控制器
fluxnetworks:fluxstorage, 基础通量存储器
fluxnetworks:herculeanfluxstorage, 大型通量存储器
fluxnetworks:gargantuanfluxstorage, 巨型通量存储器
integrateddynamics:part_audio_reader_item, parttype.parttypes.integrateddynamics.audio_reader.name.name
integrateddynamics:part_block_reader_item, parttype.parttypes.integrateddynamics.block_reader.name.name
integrateddynamics:part_entity_reader_item, parttype.parttypes.integrateddynamics.entity_reader.name.name
integrateddynamics:part_extradimensional_reader_item, parttype.parttypes.integrateddynamics.extradimensional_reader.name.name
integrateddynamics:part_fluid_reader_item, parttype.parttypes.integrateddynamics.fluid_reader.name.name
integrateddynamics:part_inventory_reader_item, parttype.parttypes.integrateddynamics.inventory_reader.name.name
integrateddynamics:part_machine_reader_item, parttype.parttypes.integrateddynamics.machine_reader.name.name
integrateddynamics:part_network_reader_item, parttype.parttypes.integrateddynamics.network_reader.name.name
integrateddynamics:part_redstone_reader_item, parttype.parttypes.integrateddynamics.redstone_reader.name.name
integrateddynamics:part_world_reader_item, parttype.parttypes.integrateddynamics.world_reader.name.name
integrateddynamics:part_audio_writer_item, parttype.parttypes.integrateddynamics.audio_writer.name.name
integrateddynamics:part_effect_writer_item, parttype.parttypes.integrateddynamics.effect_writer.name.name
integrateddynamics:part_entity_writer_item, parttype.parttypes.integrateddynamics.entity_writer.name.name
integrateddynamics:part_machine_writer_item, parttype.parttypes.integrateddynamics.machine_writer.name.name
